,url,title,salary,experience,company,area,schedule,working_hours,hiring_format,work_format,employment_type,description
129,https://hh.ru/vacancy/132876197?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Senior Системный аналитик,,3–6 лет,IT_Cube,,График: 5/2,Рабочие часы: 8,,Формат работы: удалённо,Полная занятость,"Приглашаем системного аналитика уровня Senior для работы над проектом внедрения Цифрового рубля. Вы будете отвечать за проектирование интеграционных решений, сбор и формализацию требований, а также за качественную передачу спецификаций в разработку. Работа требует глубокого понимания банковских процессов, архитектурных паттернов и опыта реализации регуляторных инициатив.

Задачи:

Сбор, анализ и формализация бизнес- и технических требований в рамках проекта Цифрового рубля
Проектирование REST/SOAP API: описание контрактов, сценариев взаимодействия, обработки ошибок
Проектирование асинхронного взаимодействия через брокеры сообщений (Kafka, RabbitMQ и др.)
Разработка технических заданий, спецификаций, use-case и пользовательских сценариев
Взаимодействие с разработчиками, архитекторами и тестировщиками на всех этапах жизненного цикла фичи
Написание простых SQL-запросов для анализа данных и валидации требований
Чтение и анализ Java-кода для уточнения логики работы существующих сервисов
Поддержка актуальности документации и участие в приёмке реализованных решений
Участие в интеграционном тестировании и сопровождении релизов

Что важно для нас:

Опыт работы системным аналитиком от 4 лет
Опыт работы на проектах внедрения Цифрового рубля в банках
Практический опыт проектирования API (REST/SOAP): контракты, методы, статус-коды, безопасность
Опыт проектирования интеграций с использованием брокеров сообщений (Kafka, RabbitMQ или аналоги)
Навыки сбора требований, декомпозиции задач и написания понятных ТЗ/спецификаций
Уверенная работа с SQL на уровне написания простых запросов (выборки, фильтрация, соединения)
Понимание банковских процессов и специфики работы с финансовыми данными
Опыт работы в Agile/Scrum-командах, навыки коммуникации и фасилитации встреч

Будет плюсом:

Способность читать и понимать Java-код на уровне анализа структуры и бизнес-логики
Опыт проектирования реляционных баз данных (нормализация, индексы, связи, моделирование)

Условия и преимущества:

Оформление по ТК, полностью ""белая"" зарплата

Гибкий график: 5/2, 8-часовой рабочий день

Современный стек технологий и интересные задачи

Дружная команда профессионалов, открытая к новым идеям

Возможности для профессионального роста и обучения"
130,https://hh.ru/vacancy/133248943?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Стажер Data-аналитик,,не требуется,T2. IT и Digital,,"График: 5/2, по выходным или свободный",Рабочие часы: 4 или 6,,Формат работы: на месте работодателя или гибрид,"Частичная занятость
Стажировка","Что нужно делать:

Поддерживать источники под разные бизнес задачи на основании транзакционных данных, финансовых показателей, результатов маркетинговых исследований и других источников данных.
Поддерживать разные продуктовые команды.
Выполнять ad-hoc запросы.

Для нас важно:

Высшее профильное образование на 3−4 курсе бакалавриата, 1−2 курсе магистратуры или оконченное высшее образование по направлению работы с большими данными.
Знание основного инструмента SQL на уровне Join-, Select-запросов, оконных функций обязательно.
Базовые здания Python, библиотек Pandas, NumPy будут преимуществом.
Желание развиваться в направлении аналитики данных.
Быть внимательным, пунктуальным и усидчивым.

Что тебя ждет:

Оформление по ТК РФ.
ДМС с третьего месяца работы.
Корпоративная мобильная связь.
Гибкий график, чтобы совмещать рабочие задачи и учебу.
Возможность получить помощь опытных психологов, финансистов и юристов по важным жизненным вопросам.
Широкие возможности для обучения, в том числе возможность изучить новые навыки и технологии."
131,https://hh.ru/vacancy/133196536?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Старший бизнес-аналитик,,3–6 лет,BI.ZONE Направление Информационные технологии,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: удалённо или гибрид,Полная занятость,"BI.ZONE создает IT-продукты для обеспечения кибербезопасности: от мобильных приложений до сложных платформ, в основе которых лежат методы машинного обучения. Благодаря нашим решениям жизнь десятков миллионов людей становится лучше и безопаснее.

Чем предстоит заниматься:
Выявлять проблемы, задачи и потребности руководителей структурных подразделений
Описание бизнес-процессов и пользовательских сценариев процессов продаж, маркетинга
Делать сравнительный анализ вариантов решения задач, защищать оптимальное решение
Собирать, фиксировать и согласовывать функциональные требования к системам с заказчиками изменений и владельцами процессов
Ставить задачи системному аналитику/разработчику на настройку/разработку системы

Организовать процесс тестирования, внедрения и опытной эксплуатации изменений

Что для нас важно:
Опыт выстраивания/оптимизации процессов маркетинга и продаж
Опыт работы бизнес-аналитиком в ИТ от 3-х лет
Опыт работы с системами управления взаимоотношениями с клиентами (CRM)
Доброжелательность, умение устанавливать контакт с людьми
Грамотная письменная и устная речь
Аналитический склад ума
Умение работать в команде
Опыт описания процессов в нотации BPMN 2.0
Знание BABoK
Знание основ ITIL и PMBoK
Что нам также важно, но можем рассмотреть кандидатов и без этого:
Опыт работы с аналитикой продаж
Опыт выстраивания процессов на системах управления задачами (управление обращениями, управление проектами, управление разработкой)
Опыт работы с системами управления документооборотом
Грамотное представление процесса разработки
Опыт работы с анализом качества данных в бизнес-системах
Опыт работы с системами бизнес-анализа (PowerBI, Qlik, Tableau, …)
Мы предлагаем:

Защищенность.Все гарантии официального оформления по ТК РФ и преимущества аккредитованной IT-компании

Сообщества.Регулярные профессиональные митапы и встречи для обмена опытом. А также сообщества по интересам: спорт, игры, книги, аниме

Гибкий график.Никто не следит, когда сотрудник садится за компьютер, сколько часов проводит в офисе, как часто работает удаленно

Забота о здоровье. ДМС со стоматологией c первого месяца работы в компании

Обучение.Сертификация, профильные курсы, конференции, митапы, хакатоны, CTF-ы

Свободная атмосфера.У нас на «ты», никакого дресс-кода и лишней бюрократии

Самореализация.Поддержка креатива и воплощение идей. Можно профессионально расти и развивать личный бренд

Скидки на фитнес, покупки и многое другое

Скидки от BestBenefits, «Фитмост», «СберПрайм+»и других компаний-партнеров для всех сотрудников

Корпоративная жизнь.Крутые внутренние мероприятия и участие в спортивных стартах, а еще мерч и подарки"
132,https://hh.ru/vacancy/133204524?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Бизнес-аналитик (ценообразование),,3–6 лет,Ригла,,График: 5/2,Рабочие часы: 8,,Формат работы: удалённо или гибрид,Полная занятость,"О компании:

Ригла – лидер фармацевтического ритейла России. Мы - динамично растущая компания с 5000+ аптек по всей стране.

В связи с расширением команды ищем талантливого Аналитика, который разбирается в бизнес-процессах, умеет работать с данными и сможет помочь нам сделать работу компании эффективнее. Если вы любите находить слабые места в процессах, предлагать решения и внедрять улучшения — вам к нам!

Что предстоит делать:

1. Анализировать и улучшать процессы:

Изучать, как работают отделы коммерческой дирекции (ассортиментное планирование, ценообразование, маркетинг, прогнозирование и управление цепями поставок), чтобы внедрять изменения в сквозных бизнес-процессах
Предлагать и тестировать решения, которые сделают работу быстрее и эффективнее.


2. Работать с командами компании:

Выявлять и формализовывать бизнес-требования (Use Cases, User Stories, JTBD и т.д.), согласовывать изменения с заказчиками
Создавать документацию (схемы процессов as is / to be, актуализация инструкций пользователя)
Разрешать противоречия между функциональными и нефункциональными требованиями


3. Взаимодействовать с IT:

Работать в связке с внутренними ИТ-службами (архитекторы, системные аналитики, владельцы продуктов) для детализации бизнес-требований до уровня задач на разработку
Поддержка спроектированного функционала на этапах разработки, участие в тестировании и приемке нового функционала

Что мы ожидаем от вас:

Опыт оптимизации бизнес-процессов (хотя бы 1 год)

Excel - сводные таблицы, сложные формулы

Знание схем и нотаций (BPMN / EPC) — чтобы рисовать понятные процессы

Будет преимуществом:

Высшее образование в математике, экономике, IT или статистике

Опыт работы в торговых компаниях (сетевой ритейл, FMCG, маркетплейсы)

SQL - уровень базовых запросов

Мы предлагаем:

Официальное трудоустройство в стабильную IT-компанию с аккредитацией
Гибридный формат работы 5/2
Конкурентная зарплата, соответствующая вашему опыту и навыкам
Программа ""Защита здоровья"", включая стоматологию
Профессиональное развитие за счёт компании: курсы, сертификации, конференции
Креативная команда и участие в масштабных проектах с современным стеком технологий.

Станьте частью команды, которая меняет фармритейл через технологии!"
133,https://hh.ru/vacancy/133296188?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Бизнес - аналитик цифровизации и автоматизации процессов,,3–6 лет,Альфа-Банк. Центральный офис,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: гибрид,Полная занятость,"Обязанности:
Собирать и уточнять бизнес требования совместно с заинтересованными сторонами;
Формировать и поддерживать документацию требований в Confluence и BPMN;
Проводить анализ текущих процессов, выявлять узкие места и предлагать оптимизационные решения;
Организовывать и вести встречи с бизнес и IT командами для согласования требований;
Участвовать в тестировании и валидации решений, обеспечивая их соответствие требованиям.
Требования:
Не менее 3 лет опыта работы бизнес аналитиком в банковской или финансовой сфере;
Знание и практическое применение Agile/Scrum методологий;
Умение работать с инструментами Confluence, Jira, BPMN;
Отличные аналитические и коммуникативные навыки, способность задавать правильные вопросы;
Быстрая обучаемость, готовность к работе в многозадачных проектах.
Условия:
Пятидневная рабочая неделя: с 9.00 до 18.00 и в пятницу у нас сокращенный рабочий день (формат работы гибридный или удаленный);
Среда для твоего неизбежного развития: тебя ждут сложные и интересные задачи с использованием большого массива данных, у нас регулярно проходят тренинги и вебинары;
Карьерный рост: ты будешь понимать, что нужно сделать для перехода на другой уровень;
Чувство локтя: у нас дружелюбная атмосфера и команда лучших профессионалов, которые готовы делиться с тобой экспертизой;
Забота о твоем здоровье: программа ДМС, куда входит стоматология и обслуживание в лучших клиниках города, скидки на абонементы в фитнес-клубы, неформальные спортивные сообщества;
Возможности для разнообразного досуга: скидки на услуги туристических агентств, продукты питания, в рестораны и бары, в магазины и салоны красоты."
134,https://hh.ru/vacancy/133400237?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик финансовых рынков (стажер),,не требуется,ООО Инвестиционная Компания ФОНТВЬЕЛЬ,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"Основные обязанности:

Мониторинг финансовых рынков.
Анализ рынков, отраслей, эмитентов по выбранной тематике.
Написание аналитических обзоров по рынку или эмитентам ценных бумаг.
Создание и поддержание финансовых моделей в Excel.
Поиск информации в сети.
Подготовка презентационных материалов.
Выполнение заданий руководства.

Требования:

Высшее образование - ведущие ВУЗы. Возможно, так же, студенты последних курсов.
Знание финансовых инструментов.
Навыки фундаментального, технического, финансового анализа.
Умение решать абстрактные задачи, готовить презентации.
Знание английского языка (уровень upper-intermediate).
Готовность профессионально развиваться в области инвестиционного банкинга и работать долгие часы.
Желательно наличие аттестата специалиста рынка ценных бумаг 1.0.
Желательно навыки программирования, написания макросов Excel.
Предпочтения ""олимпиадистам"" и имеющим другие достижения.

Условия:

Работа в развивающейся инвестиционной компании.
Полный рабочий день, быстрый профессиональный рост.
Трудоустройство по результатам прохождения стажировки.

Просим Вас писать сопроводительные письма, а в резюме подробно раскрывать ваши достижения, увлечения, темы курсовых и дипломных работ, участие в стажировках, доп. курсах, желаниях, стремлениях и прочем, что может характеризовать Вас."
135,https://hh.ru/vacancy/133280086?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Junior System Analyst/Младший системный аналитик в CRM проекты,"от 60 000 до 80 000 ₽ за месяц, до вычета налогов",1–3 года,ООО Гуд Программ,,График: 5/2,Рабочие часы: 8,,Формат работы: удалённо,Полная занятость,"Мы команда ГудПрограмм (ООО «Смарт Капитал») - аккредитованная ИТ компания и системный интегратор по реализации проектов Цифровой трансформации и автоматизации бизнес-процессов на базе платформы BPMSoft, мы выполняем весь комплекс работ по реализации CRM-стратегии компании: аналитика и консалтинг, разработка ИТ-архитектуры, внедрение и доработка BPMSoft, техническая поддержка. Наша проектная экспертиза охватывает более 10 отраслей, ключевыми из которых являются: банки и финансы, FMCG, дистрибуция, В2В, логистика, медицина.

Наша компания предоставляет услуги в сфере внедрения систем управления продажами и взаимоотношениями с клиентами CRM, автоматизации бизнес процессов BPM, решений бизнес аналитики BI QlikView, Power BI.

Мы приглашаем Системного аналитика присоединиться к нашей дружной и сплоченной команде:

Что будешь делать:

Участие в проектах по внедрению СRM систем и BPMSoft;
Проведение системного анализа задач в соответствии с предметной областью заказчика;
Подготовка технических требований и ТЗ;
Постановка задач разработчикам и подрядчикам, контроль сроков;
Контроль реализации функционала на соответствие ТЗ и дальнейшее внедрение с подготовкой инструкции пользователям;
Обеспечение процесса внутреннего тестирования;
Участие в пресейлах;

Что тебе обязательно нужно уметь и знать:

Владение BPMN 2.0 или опыт описания бизнес-процессов в других нотациях;
Законченное высшее образование:
Желание обучаться нашему продукту (в течение 2 недель);
Опыт работы младшим системным аналитиком на проектах по внедрению программного обеспечения;
Желателен опыт работы с продуктами bpm’online 5.x и 7.x, профессиональные знания, умения и навыки работы с BPMSoft Конструктор;
Умение сформировать технические требования, опыт описания бизнес-процессов, понятные разработчику на основе нечетких требований заказчика;
Аналитические способности, дисциплинированность, ответственность (своевременное и точное исполнение поставленных задач);

Чем мы будем тебе полезны:

Предусмотрено прохождение вводного обучения;
Работа в стабильной, динамично развивающейся аккредитованной ИТ компании;
Официальное трудоустройство и полностью белая заработная плата, оплачиваемый отпуск 28 календарных дней и больничные листы, корпоративная медицинская программа СберЗдоровье Премиум+ стоматология;
Интересные задачи, разноплановые проекты и работа с ведущими компаниями России и СНГ;
Удаленный формат работы;
Полный рабочий день, удобный график работы;
Повышение зарплаты при переходе по грейдам + бонусы по результатам работы;
Тимбилдинги, выездные мероприятия, онлайн корпоративы;"
136,https://hh.ru/vacancy/133405423?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Mediaplaner Analyst (Аssistant),,1–3 года,Betera,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"Betera — это больше, чем работа. Мы — команда профессионалов, которые создают тренды, вдохновляют друг друга на амбициозные цели и достигают успеха на рынке Беларуси вместе. Здесь каждый может гордиться тем, что делает, реализовывать свои идеи и расти в окружении единомышленников.

Мы стремительно развиваемся и готовы делиться опытом и знаниями. Если для тебя важно быть с лидерами, в центре внимания, создавать значимые проекты и двигать индустрию вперед, будем рады видеть тебя в нашей команде!

Именно поэтому мы ищем в нашу команду Mediaplaner Analyst (Assistant).

Что будет входить в твои задачи:

Операционное сопровождение

Полный контроль процессов: запуск, сопровождение, координация
Постановка задач, контроль сроков и качества выполнения
Ежедневная координация процессов и поддержка команды
Решение нестандартных задач и самостоятельное принятие решений

Финансы и бюджеты

Ведение бюджета и бюджетных файлов
Планирование, контроль и учет расходов
Контроль договоров, счетов, оплат и лимитов
Сопровождение аффилиатных выплат
Подготовка регулярных финансовых отчетов и данных для руководства

Аналитика и отчетность

Сбор, систематизация и консолидация данных
Ведение отчетных таблиц, дашбордов и презентаций
Контроль актуальности данных и сроков отчетности
Разработка и автоматизация отчетных форматов

Коммуникация и взаимодействие

Взаимодействие с финансовым, юридическим и другими департаментами
Работа с внешними сервисами и инструментами
Межфункциональное и кросскомандное взаимодействие
Поддержание конструктивной коммуникации даже в условиях высокой нагрузки

Наши ожидания:

Понимание принципов работы рекламных источников (Google, Яндекс, Facebook и др.)
Высокий уровень ответственности, автономности и внимательности
Аналитический склад ума и понимание взаимосвязи процессов
Опыт работы с финансовыми и отчетными документами
Навыки работы на стыке финансов и digital-маркетинга
Уверенный уровень Google Sheets / Excel и прикладных систем
Английский от B1+
Опыт работы в условиях строгого NDA

Что мы предлагаем:

Приятный график 5/2 с 10:00 до 18:00, 5 Sick days;

5 Days Off и 16 Hours off для решения личных дел в рабочее время;
Современный офис около метро в одном из самых ярких зданий нашего города – БЦ ""Футурис"". Для тебя в офисе есть зоны отдыха с массажным креслом, настольным теннисом, бильярдом, PS, скалодромом и настольными играми;
Оплата внешнего обучения для повышения твоих hard skills, а также внутренняя база для обучения;

Ты также сможешь присоединиться к нашим волонтерским проектам: мы помогаем приютам для животных, а также поддерживаем экологию в нашем “зеленом офисе” и за его пределами.
Звучит интересно? Ждем твое CV!

*Если твой опыт окажется подходящим для данной вакансии, мы обязательно свяжемся с тобой в течение недели. Если нет, то не расстраивайся, возможно, ""твоя"" вакансия ждет тебя впереди!

Ссылка на Общереспубликанский банк вакансий на информационном портале государственной службы занятости о вакансии на должность ""Mediaplaner Analyst (Assistant)"" (полное наименование должности в соответствии с ЕКСД: Аналитик) не размещается на основании абз.5 ст. 34 закона Республики Беларусь «О занятости населения»"
137,https://hh.ru/vacancy/133203834?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик SQL,"до 120 000 ₽ за месяц, на руки",1–3 года,ПАО Совкомбанк. ИТ,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"СОВКОМБАНК -СИСТЕМНО ЗНАЧИМЫЙ БАНК РОССИИ И ""ЗОЛОТОЙ"" РАБОТОДАТЕЛЬ ПО ВЕРСИИ FORBES.

ЧТО МЫ ЖДЕМ ОТ ВАС:

​​​​​​​Высшее образование по профилю IT/математика;
Знание MS SQL на хорошем уровне;
Знание Python приветствуется;
Ответственность, усидчивость, внимательность.

ЧЕМ ВЫ БУДЕТЕ ЗАНИМАТЬСЯ:

​​​​​​​​​​​​​​Работой с базой данных: написанием сложных запросов, процедур, построением витрин;
Участием в разработке интеграционных решений, системным анализом;
Доработкой антифрод-системы (написанием кода, тестированием, мониторингом, отчетностью).

МЫ ГАРАНТИРУЕМ:

Официальное оформление с первого рабочего дня;
Обучение в нашем Учебном центре и прокачку своих навыков;
Погружение в ИИ-культуру – взаимодействуем с искусственным интеллектом на постоянной основе и обучаем этому новичков, предоставляем бесплатных ИИ-помощников;
График работы 5/2;
Бесплатный полис ДМС;
Отдых летом на море и зимой на горнолыжных курортах при финансовой поддержке от Банка;
Компенсацию расходов на абонемент в спортзал, детский отдых и изучение английского языка;
Соц.программы по самым выгодным условиям от Банка: кредит, автокредит, страхование и другие банковские продукты;
Финансовую поддержку от Банка в различных жизненных ситуациях;
Участие в корпоративных забегах, турнирах по шахматам, футбольных и волейбольных матчах;
Свободное общение с Руководством Банка: предлагай любые идеи и реализовывай интересные проекты;
Путешествия по России, знакомства с новыми людьми, конкурсы и корпоративы – живи яркой корпоративной жизнью!

ОТКЛИКАЙСЯ НА ВАКАНСИЮ – ПРИСОЕДИНЯЙСЯ К НАШЕЙ КОМАНДЕ!​​​​​​​"
138,https://hh.ru/vacancy/133239360?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Системный бизнес аналитик (Business system analyst),,3–6 лет,ТОО BTS Digital,,График: 5/2,Рабочие часы: 8,,Формат работы: гибрид,Полная занятость,"BTSDigital - это крупная IT-компания на рынке Казахстана, которая разрабатывает современные решения для миллионов пользователей, как для B2B, так и для B2G. Среди наших продуктов: Aitu Cloud, Система мгновенных платежей (СМП), Digital ID, Aitu Wallet и Aitu Workspace.

InDigiCo - проект, созданный для развития цифровых сервисов крупнейшего телеком-оператора страны. Здесь мы разрабатываем онлайн-каналы и мобильные приложения для миллионов клиентов, внедряем Big Data и аналитические решения, создаём новые B2C и B2B-сервисы. Наша цель - сделать продукты Казахтелекома удобными, современными и полностью цифровыми. В InDigiCo работают agile-команды, которые объединяют экспертов из разных областей и задают новый стандарт цифровой трансформации в Казахстане.

Сейчас мы расширяем команду и ищем специалистов, которые хотят развивать цифровые сервисы вместе с нами.

Чем ты будешь заниматься:

Анализ бизнес-процессов и формирование требований для разработки новых и доработки существующих систем
Сбор, анализ и документирование бизнес и системных требований
⁠Разработки пользовательских сценариев (use cases) и диаграмм бизнес-процессов (BPMN, UML)
⁠Разработка и поддержка технической документации (ТЗ, API-спецификации, диаграммы процессов)
Подготовка технических заданий и согласование их с Team Lead
Поддержка документации в актуальном состоянии
Участвовать в планировании и обсуждении новых функций продукта
⁠Взаимодействие с разработчиками, тестировщиками и другими участниками команды

Что мы от тебя ждем:

Опыт работы аналитиком или в смежным ролях от 2-х лет
Опыт работы в Agile команде (Scrum, Kanban)
Умение понятно описывать задачи (user stories, схемы процессов)
⁠Умение составлять спецификации API (Swagger, OpenAPI)
Знание инструментов: Jira, Confluence, Draw. io, Git, Figma
Знание структуры клиент-серверного взаимодействия и принципов работы REST API
Понимание архитектуры баз данных и умение составлять SQL-запросы
⁠Понимание принципов работы REST и SOAP

Что мы предлагаем:

Современные и уютные офисы в Астане и Алматы

Гибридный формат работы

Предоставляем технику для продуктивной работы

Медицинское страхование

Возможность стать частью продукта, который используется миллионами людей по всей стране

Здоровый work-life баланс"
139,https://hh.ru/vacancy/133206207?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,"Стажер бизнес-аналитик, технический писатель","от 2 000 Br за месяц, до вычета налогов",не требуется,ООО БигДата Инжиниринг,,График: 5/2 или свободный,"Рабочие часы: 4, 5, 6 и ещё 3",Оформление: Трудовой договор·Договор ГПХ с самозанятым,Формат работы: на месте работодателя или гибрид,Частичная занятость,"BigData Engineering - продуктовая компания, занимающаяся разработкой корпоративного приложения для автоматизации бизнес-процессов сервисного бизнеса.

Наша команда – это энергичные и талантливые ребята, готовые встречаться с трудностями лицом к лицу. Мы ценим самостоятельность, внимательность и желание полностью погрузиться в проект. Создаем комфортные условия с гибким графиком работы, предоставляем рабочий инструмент.

Мы в поисках стажера бизнес аналитика / технического писателя

Чем предстоит заниматься:

Запись и оформление технического задания (ТЗ) по результатам совещаний
Своевременное внесение изменений в ТЗ по факту реализации
Выпуск краткого Release Note 1 раз в день
Выпуск суммарного Release Note 1 раз в неделю и месяц
Написание описания функционала для вебинаров
Плотная работа с Product owner (ваш рук-ль)

Наши ожидания / требования:

Опыт работы с большим кол-вом текста
Умение структурировать информацию по смыслу, строить логические связи, удалять лишнюю информацию, оставлять только суть
Желателен опыт работы с ИИ. Но не формировать кучу текста
Умение разбираться в вопросе/теме/идеи/процессе, а не просто запоминание без понимания
Умение задавать уточняющие вопросы

Мы предлагаем:

Гибкий график работы, возможен гибрид
Возможность напрямую участвовать в развитии продукта
Условия работы – комфортный офис, оборудованное рабочее место, индивидуальная периферия, уютная кухня с разными вкусняшками
Бонусы от компании

Условия:

Оформление по ТК РБ
Почасовая оплата труда
Помощь с документами – распределение, прохождение практики

ПРОЦЕСС ОТБОРА: скриннинг резюме --> приглашение на интервью --> интервью (off-line) --> стажировка (2 дня по 4 часа off-line) --> испытательный срок 1 месяц --> контракт"
