,url,title,salary,experience,company,area,schedule,working_hours,hiring_format,work_format,employment_type,description
520,https://hh.ru/vacancy/133369284?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Старший аналитик по дебиторской задолженности,"от 121 000 до 123 000 ₽ за месяц, до вычета налогов",1–3 года,Водоканал ГУП СПб,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Чем предстоит заниматься?
Формировать планы поступления денежных средств и прогнозы дебиторской задолженности на финансовый год (с разбивкой по месяцам, абонентам, и способам взыскания)
Работать с большими массивами данных (MS Excel), выгружаемыми из биллинговой аналитической системы
Работать с автоматизированными отчетными формами (базы данных) с изменяемыми параметрами
Планировать и контролировать процессы ограничения/возобновления водоснабжения и водоотведения для абонентов
Требования к кандидату
Образование высшее (экономика и управление)
Стаж работы на сопоставимой позиции не менее 3-х лет
Уверенный пользователь сервисов Microsoft Office (Word, Excel, Outlook, PowerPoint)
Продвинутый пользователь MS Excel
Мы предлагаем:
Гарантированный ежемесячный доход от 121 000 до 123 000 рублей до вычета налогов (от 105 000 до 107 000 на руки)
График работы: пятидневная рабочая неделя (в пятницу рабочий день сокращен на час)
Место работы в Калининском районе, в пешей доступности от станции метро пл. Ленина"
521,https://hh.ru/vacancy/131662633?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Специалист отдела мониторинга (спортивный аналитик),,1–3 года,Altenar,,,"Рабочие часы: Вечерние или ночные смены, по договорённости","Оформление: Договор ГПХ с самозанятым, с ИП, с физлицом",Формат работы: удалённо,Полная занятость,"Altenar — международная IT компания, основанная в 2011 году, с офисами в России, на Мальте, Греции, Грузии и острове Мэн. Мы специализируемся на разработке высоконагруженного ПО и являемся ведущим поставщиком технологических решений для индустрии спортивных данных по всему миру.

Про продукт:

Altenar Data Feed - продукт, в автоматическом режиме производящий букмекерские данные - вероятности наступления различных событий в спортивных матчах.

Основные обязанности:

Мониторинг в режиме реального времени работоспособности всей системы;

Тестирование и проверка новых функций и инструментов продукта;

Проверка качества производимых системой букмекерских данных (вероятности, коэффициенты, статистика матча и т.д.);

Взаимодействие с командами разработки и аналитики с целью улучшения продукта;

Составление отчетов по итогу мониторинга.

Вам будет у нас интересно, если:

Вы интересуетесь аналитикой спортивных событий;

Вы хотите развиваться в сфере спортивного беттинга;

Вам нравится исследовать причины ошибок в произведенных букмекерских данных и находить способы их устранения;

Вам интересно придумывать новые функции и инструменты продукта;

Вам интересно заниматься исследованиями сторонних программных продуктов, которые могут быть интегрированы в систему.

Мы ожидаем от вас:

Знание терминологии букмекерской сферы: коэффициент, исход, рынок и т.д.

Понимание букмекерских механик: движение линии, взаимосвязь рынков, реакция линии на события в матче и т.д.;

Плюсом будет:

Опыт работы в букмекерских конторах или компаниях, связанных с индустрией гемблинга;

Базовые знания математики;

Уровень английского языка от В1.

Мы предлагаем:

Гибкий или сменный график работы (дневные и ночные смены);

Возможность индивидуального развития и самостоятельный выбор дополнительных задач согласно вашим интересам;

Возможность удаленной работы или работы из офиса по вашему выбору (Москва, Санкт-Петербург, Владимир, Смоленск);

Обеспечение рабочей техникой (при необходимости);

Возможность посещать занятия по обучению английскому языку;

Возможность горизонтального/вертикального роста внутри отдела и компании;

Компенсацию затрат на занятие спортом."
522,https://hh.ru/vacancy/133296756?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Системный аналитик (Machine Learning),,1–3 года,ООО РН-Проектирование Добыча,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Мы ищем системного аналитика в нашу команду, занимающуюся разработкой и внедрением информационных и геоинформационных систем на предприятиях нефтегазового комплекса (web-порталы, desktop приложения).

Чем предстоит заниматься:

Обследование объектов автоматизации и описание предметной области.
Сбор и формализация бизнес-требований.
Разработка системных требований на основе полученных бизнес-требований.
Согласование системных требований с заказчиком.
Постановка задач разработчикам.
Ведение документации в Confluence.
Консультирование разработчиков, тестировщиков по вопросам в части требований, возникающим в процессе разработки, тестирования системы.
Участие в демонстрации результатов заказчикам
Разработка логических и математических алгоритмов
Расчет экономического эффекта
Реализация нейросетевых моделей

Наши ожидания от кандидата

Высшее образование.
Опыт работы в IT-сфере от 1 года.
Понимание этапов разработки ПО.
Знание методик сбора, анализа и описания требований. Опыт их применения.
Опыт проектирования моделей данных (ERD-диаграмм).
Знание нотаций BPMN и UML.
Умение внятно и структурированно излагать свои мысли.
Способность переводить бизнес-правила в формальные математические постановки.
Понимание базовых финансовых метрик: ROI, NPV, IRR, опыт построения экономико-математических моделей.
Опыт полного цикла реализации нейросетевых моделей: сбор/очистка данных → feature engineering → обучение → валидация → деплой.

Будет плюсом

Навыки прототипирования пользовательских интерфейсов.
Опыт использования SQL.
Иметь общие сведения о решениях в области геоинформационных систем.

Условия:

Работа в стабильной компании.
Работа на 0,5 ставки (4 часа в день, 20 часов в неделю).
Конкурентоспособная заработная плата, регулярная индексация оклада, премии по результатам работы.
Расширенный социальный пакет (компенсация занятий спортом, ДМС, санаторно-курортное лечение, материальная помощь).
Льготные ставки по ипотечным и потребительским кредитам в рамках зарплатного проекта.
Возможности для развития профессионально-технических и управленческих компетенций (участие в семинарах, тренингах, развитая система внутренних тренеров).
Место работы: г. Томск, пр-т Мира 72, график работы с 8.30 до 17.30, пт. до 16.15."
523,https://hh.ru/vacancy/133312966?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Специалист по аналитике/ценообразованию (девелопмент),,1–3 года,Группа Аквилон,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,
524,https://hh.ru/vacancy/133092086?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик (отдел продаж),"от 120 000 ₽ за месяц, до вычета налогов",1–3 года,Смирнова Дарья Сергеевна,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"О компании

«Свобода Мысли» — девелопер из Екатеринбурга. Мы строим жилые комьюнити с вниманием к деталям и рациональными решениями. Команда молодая, ценим порядок, факты и результат.

О роли

Позиция новая — в штат отдела продаж.

Задача — сделать аналитику работающим инструментом для продаж и ценообразования, а не просто набором отчётов.

Что предстоит делать

Рынок и конкуренты

Мониторинг рынка жилой недвижимости и смежных категорий

Отслеживание конкурентов: продукт, цены, акции, коммуникации, темпы выбытия

Сбор и анализ открытых и закрытых данных о спросе и предложении

Регулярные отчёты и рекомендации по рыночной ситуации

Ценообразование

Формирование стартовых цен и прайс-листов

Ежедневный контроль темпов выбытия и оперативная корректировка цен

Прогнозирование цен (кратко- и долгосрочный горизонт)

Моделирование влияния скидок, акций и спецпредложений на продажи и финансовый результат

Продажи и продукт

Анализ темпов продаж по объектам, типам, планировкам

Выявление высоко- и низколиквидных позиций

Рекомендации по оптимизации ассортимента и работе с низколиквидными группами

Анализ воронки продаж: расчёт конверсий, поиск узких мест

Участие в формировании моделей и планов продаж

Данные и инструменты

Контроль корректности данных в CRM, DWH и внешних системах

Создание и ведение дашбордов (Power BI, Google Data Studio и др.)

Настройка и автоматизация аналитических панелей

Ежедневные, еженедельные, ежемесячные отчёты для руководства

Подготовка презентаций с выводами и сценариями

Опыт: от 3 лет

Профессиональные навыки:

Понимание рынка недвижимости и принципов девелопмента

Знание принципов ценообразования и моделирования спроса

Навыки визуализации данных и подготовки презентаций

Личные качества:

Аналитическое и системное мышление

Внимание к деталям и точность

Способность работать в условиях неопределённости

Готовность предлагать решения, а не только данные

Навык коммуникации с разными подразделениями

Приоритетный опыт: кандидаты из девелопмента"
525,https://hh.ru/vacancy/133326714?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Продуктовый аналитик на маркетплейсах | Менеджер по поиску товаров,"от 80 000 до 150 000 ₽ за месяц, до вычета налогов",1–3 года,ООО ПКФ Берег,,График: 5/2,Рабочие часы: 8,"Оформление: Договор ГПХ с самозанятым, с ИП, с физлицом",Формат работы: удалённо,Полная занятость,"Мы — бренд электроники и товаров для дома, работающий на Wildberries. Нам нужен эксперт в поиске трендов и новинок на зарубежных площадках. На этой позиции хотим видеть самостоятельного специалиста, который будет принимать активное участие в развитии товарного направления компании.

Чем нужно будет заниматься:

Ежедневно мониторить Китайские, Российские, Американские торговые площадки.
На основе тщательного анализа (объем рынка, спрос, сезонность, конкуренция) отбирать самые перспективные товары для запуска.
Просчитывать юнит-экономику для оценки маржинальности.
Составлять четкое ТЗ для отдела закупок.

Кого видим на этой позиции:

Опыт продуктовым аналитиком или закупщиком на маркетплейсах от 2 лет;
Уверенное владение аналитическими сервисами (MPStats, Wildbox и др.);
Опыт работы с мелкой электроникой, товарами для дома и сада;
Огромным преимуществом будет опыт общения с китайскими поставщиками и карго;

Что мы готовы дать от себя:

Фиксированную часть 50 000 ₽ + хорошие бонусы за успешный вывод новинок. После испытательного срока будет всего два KPI: Количество и качество успешно запущенных товаров (без потолка).
Возможность карьерного роста до Руководителя отдела закупок.
Отсутствие контроля в течение рабочего дня, сами выстраиваете свой график.

В сопроводительным письме, пожалуйста, укажите свежие кейсы, которые наглядно подтверждают вашу экспертность в поиске успешных товаров. До встречи на интервью!"
526,https://hh.ru/vacancy/132373494?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик (департамент продукта),,1–3 года,Холдинг AAG,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Обязанности:

Анализ бюджета проекта в части затрат на разработку продукта.
Стоимостная оценка продуктовых решений и их влияние на себестоимость.
Расчет экономического эффекта от внедрения продуктовых решений.
Стоимостное сравнение продуктовых опций.
Отслеживание и анализ стоимостных продуктовых решений при формировании бюджетных показателей.
Оптимизация продуктовых решений.
Расчет стоимости внедрения новых продуктовых решений.
Взаимодействие со смежными подразделениями, поставщиками/подрядчиками в части уточнения стоимости продуктовых решений.


Требования:

Высшее экономическое образование.
Релевантный опыт работы по расчету стоимости проектных/технических решений от 3 лет (в девелоперской или консалтинговой компании).
Опыт работы с жилой недвижимостью, знание рынка.
Умение рассчитывать показатели эффективности внедряемых решений.
Опыт расчета экономического эффекта запуска нового продукта будет вашим преимуществом.
Продвинутые навыки работы в MS Office (Excel, Word, PowerPoint).
Аналитический склад ума.
Готовность работать с новыми продуктами / решениями.


Условия:

Полное соблюдение ТК РФ, пятидневная рабочая неделя с 09.30 до 18.30.
Интересная, перспективная работа в стабильной и сильной Компании.
Полис ДМС после 1-ого года работы.
Современный, стильный, комфортабельный офис на Петровском острове.
Уникальные и интересные проекты."
527,https://hh.ru/vacancy/132575253?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Системный аналитик,"от 100 000 ₽ за месяц, до вычета налогов",1–3 года,ООО ДЕКА,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Наша команда занимает лидирующие позиции в разработке и сопровождении систем автоматизации управления аэропортами. Наш продукт DECK.AIR работает во многих аэропортах России.

Еще одним нашим продуктом является система контроля сетевых подключений DECK.AUTH, которой пользуются заказчики по всей стране.

Все наши решения высоконагруженные и требовательны к времени простоя. Поэтому, поставляются заказчику как отказоустойчивые кластеры.

Задачи над которыми предстоит работать:

Разработка, согласование и документирование системных требований к функциям продукта
Выработка оптимальных технических решений и алгоритмов
Поддержание разработанных документов и аналитических артефактов в актуальном состоянии
Взаимодействие с другими аналитиками, инфраструктурными инженерами, архитекторами и командой разработки
Управление изменениями функциональных и пользовательских характеристик продукта на основе взаимодействия с командой технической поддержки
Участие в разработке пользовательских интерфейсов – совместная работа с дизайнером
Участие в тестировании пользовательского опыта и функций в рамках совместной работы с командой тестирования
Консультации по созданию и улучшению пользовательской документации в рамках совместной работы с техническими писателями

Наши ожидания:

Аналитический склад ума, структурированное мышление и понимание ИТ;
Опыт работы с реляционными базами данных и знание SQL;
Навыки подготовки технических заданий на разработку ПО;
Образование в области информационных технологий является обязательным.

Будет плюсом:

Опыт разработки.

Мы предлагаем:

Интересные и динамичные проекты enterprise уровня;
Системы разного уровня сложности с возможностью применять всесторонние навыки, постоянно изучать современные технологии в области IT и нарабатывать ценный опыт;
Оформление по ТК РФ, белая заработная плата. Отпуск как положено — 28 дней в году;
Рабочий график: понедельник - пятница с 9:00 до 18:00;
Просторный офис в центре города;
Работа в команде профессионалов из разных сфер, которые всегда готовы поделиться опытом;
100% зерновой кофе в неограниченном количестве;

Драйв и любовь к спорту. Мы поддерживаем марафоны по бегу и участвуем в командном забеге в Гонке героев.

Насыщенная корпоративная жизнь. У нас есть клуб по интересам, где мы обсуждаем книги и фильмы. Проводим оффлайн квизы, тимбилдинги и праздники. Организуем совместные мероприятия: летний выезд на природу по случаю дня рождения компании, хэллоуин, новогодний корпоратив и делаем подарки детям.

Если вакансия вам интересна и вы подходите, откликайтесь. А мы напишем, что делать дальше."
528,https://hh.ru/vacancy/133012520?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,"DeFi Analyst , Researcher / DeFi Аналитик","от 4 000 до 6 500 $ за месяц, на руки",более 6 лет,ООО Датафинн,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"DeFi Analyst / Researcher

L2IO is focused on research and development in digital assets and is building an advanced analytics platform for DeFi protocols with a focus on yield generation, risk assessment, and automated analytics.

The company operates offices in Nicosia and Dubai. Remote work is also possible for suitable candidates.

Responsibilities

- Research and analyze DeFi protocols, strategies, and market opportunities.

- Develop and improve yield forecasting models for digital asset strategies.

- Evaluate DeFi protocol risks based on a wide range of quantitative and qualitative parameters.

- Design and automate scoring and risk assessment models.

- Monitor on-chain activity, liquidity, and protocol performance metrics.

- Collaborate with developers and quantitative researchers on analytics tools and AI-driven solutions.

- Prepare analytical reports and investment/risk assessments.

Requirements

- Experience working with digital assets, blockchain ecosystems, and DeFi protocols.

- Strong understanding of DeFi infrastructure, yield strategies, lending, liquidity pools, and staking mechanisms.

- Knowledge of forecasting models, quantitative analytics, and machine learning methods.

- Experience with data analysis tools such as Python, SQL, or similar technologies is an advantage.

- Technical or financial background.

- English communication skills.

Location

- Cyprus or Dubai office-based positions.

- Remote work format may also be considered depending on the candidate’s profile.

DeFi Аналитик

Компания L2IO занимается исследованиями и разработкой в сфере цифровых активов и развивает аналитическую систему оценки доходности и рисков в DeFi.

Компания имеет офисы на Кипре и в Дубай.

Также возможен удаленный формат работы.

Обязанности:

- Исследование и анализ DeFi-протоколов, стратегий и рыночных возможностей.

- Разработка и улучшение моделей прогнозирования доходности для стратегий цифровых активов.

- Оценка рисков DeFi-протоколов на основе широкого набора количественных и качественных параметров.

- Разработка и автоматизация скоринговых и риск-моделей.

- Мониторинг ончейн-активности, ликвидности и показателей эффективности протоколов.

- Подготовка аналитических отчетов и материалов по инвестиционным и риск-оценкам.

Требования

- Опыт работы с цифровыми активами, блокчейн-экосистемами и DeFi-протоколами.

- Глубокое понимание DeFi-инфраструктуры, стратегий доходности, лендинга, пулов ликвидности и механизмов стейкинга.

- Знание моделей прогнозирования, количественной аналитики и методов машинного обучения.

- Опыт работы с инструментами анализа данных, такими как Python, SQL или аналогичными технологиями, будет преимуществом.

- Техническое или финансовое образование.

- Навыки коммуникации на английском языке."
529,https://hh.ru/vacancy/133104378?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Младший координатор-аналитик маркетинговых проектов,"от 30 000 ₽ за месяц, на руки",не требуется,WIM.Agency,,График: 5/2,Рабочие часы: 4,,Формат работы: удалённо,Частичная занятость,"Привет! 👋

Мы — WIM Agency, CRM-агентство, которое помогает брендам общаться с клиентами через email, push, SMS, геймификации и лендинги. С нами работают «Яндекс Плюс», «Перекрёсток», «Додо Пицца» и другие крупные компании.

Кого мы ищем:

Начинающего координатора - аналитика маркетинговых проектов, который будет отвечать за составление различных отчетов. Человека с внимательным отношением к данным и интересом к аналитике и digital-маркетингу.

Чем предстоит заниматься:

Аналитика:

Подготовка аналитических записок по CRM-кампаниям.
Анализ ключевых метрик рассылок (OR, CTR, CTOR, доставки, отписки и др.).
Подготовка регулярных и разовых отчетов по запросу.
Поддержка и обновление отчетности и дашбордов (Power BI и др.).
Сбор, структурирование и анализ данных для внутренних и клиентских задач.
Поиск и анализ информации по рынку.

Координаторские и операционные задачи:

Расчеты по дежурствам — координация графиков и трудозатрат.
Ведение и актуализация рабочих таблиц и отчетности по рассылкам
Подготовка материалов и данных для внутренних и внешних презентаций/кейсов.
Координация операционных задач внутри команды.
Подготовка и сопровождение проектной документации.

Мы предлагаем:

Возможность наработать крутое портфолио с известными крупными брендами.

Официальное трудоустройство и своевременную выплату зарплаты

Удаленку по миру (рассматриваем кандидатов +/- 2 часа к Мск)

4 часа в день нагрузка, пн-пт, оговорим график в промежутке с 10 до 19 по мск

Адаптацию: наставничество от старшего аналитика и погружение на старте

Важные навыки у кандидата на эту позицию:

опыт работы с аналогичными задачами или пройденные курсы по аналитике;
дотошность до цифр и внимательность;
опыт работы с Excel на продвинутом уровне;
Power Point на уровне уверенного пользователя, когда не нужно объяснять как работать с шаблонами и данными, чтобы они отражались;
как плюс, навык работы с дашбордами или желание с ними познакомиться и научиться применять на практике;
опыт работы с ИИ-инструментами;
желательно: опыт с SQL


Этапы отбора на вакансию:

1. Собеседование с HR.

2. Собеседование с руководителем

3. Тестовое задание

Ждем ваших откликов)"
530,https://hh.ru/vacancy/133371627?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Эксперт по аналитике,,1–3 года,Сбер для экспертов,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"В команду Сервисных коммуникаций ищем эксперта по аналитике, который будет работать с большими объёмами данных, создавать витрины, визуализировать результаты и поддерживать ИИ-агентов.

Откликайтесь, если хотите влиять на бизнес-решения и развиваться в команде профессионалов!

ЗАДАЧИ:
отправка сервисных коммуникаций и опросов корпоративным клиентам
подготовка, формирование и обработка выборок данных для аналитики
написание и оптимизация скриптов, мониторинг автоматизированных процессов
отработка Ad hoc запросов
обеспечение поддержки принятия бизнес-решений на основе данных
сбор, обработка, изучение и интерпретация данных
формирование гипотез и предложений по улучшению процессов на основе комплексного анализа данных
подготовка презентационных материалов/визуализация результатов проведенной аналитики
поддержка и улучшение кода для работы ИИ-агентов
разработка новых ИИ-агентов: проработка архитектуры, написание кода, тестирование, формировании промптов.
ТРЕБОВАНИЯ:
SQL: написание сложных запросов, работа с подзапросами, агрегация и фильтрация данных, оконные функции, работа с несколькими источниками данных, оптимизация запросов
навыки проектирования витрин и датасетов
навыки визуализации данных, презентация подготовленных выводов – представление сложных данных в понятной форме для бизнес-аудитории
уверенное знание базовых конструкций Python: функции, классы, работа со списками, словарями, файлами, исключениями
базовое понимание работы с API: HTTP-запросы, JSON, авторизация по токенам, обработка ответов и ошибок
понимание, что такое LLM, промпт, контекст, токены, системные и пользовательские инструкции.
ПРЕИМУЩЕСТВОМ БУДУТ:
навыки машинного обучения
опыт генерации гипотез на основе проведенного анализа данных;
хорошее понимание математической статистики и умение применять её на практике
знание библиотек для построения ИИ-агентов, например LangChain, LangGraph, либо готовность и желание быстро разобраться в них на практике
навыки промптинга: умение формулировать инструкции для LLM, тестировать разные варианты промптов, улучшать качество ответов модели
понимание принципов построения RAG-систем: эмбеддинги, векторные базы данных, подстановка релевантного контекста в запрос к модели
опыт интеграции LLM в реальные сценарии: чат-боты, ассистенты, обработка текстов, анализ диалогов, генерация отчетов.
МЫ ПРЕДЛАГАЕМ:
работу в команде высококвалифицированных специалистов
официальное оформление с первого дня
годовую премию и ежегодный пересмотр зарплаты
расширенный ДМС и льготное страхование для семьи
уникальную систему обучения Сбера для карьерного развития и роста
корпоративную пенсионную программу
бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров
вознаграждение за рекомендацию друзей в команду Сбера
гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ
рабочее место: г. Санкт-Петербург, ул. Уральская, д.1 (Технохаб Сбера)"
531,https://hh.ru/vacancy/133386270?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик-консультант 1C,,3–6 лет,ООО АЛВИЛС,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя или гибрид,Полная занятость,"Обязанности:
Аналитик - консультант 1C:

Осуществляет обработку обращений пользователей на 2-3 уровне техподдержки (УНФ, ЕРПУХ, WMS)
Проводит сбор и анализ требований пользователей для обработки программного обеспечения, формирование вариантов и алгоритмов решения
Подготовка технической документации и инструкций для пользователей, ведение базы знаний
Консультация пользователей, фиксация и решение возникающих инциндентов совместно с консультантами и командой разработки

Требования:

Уровень образования: высшее, незаконченное высшее
Приоритет технические специальности
Требуются знания технологической платформы 1С: Предприятие (типы данных, метаданных, средства интеграции, инструменты обработки данных), уверенное знание ERP/YX, умение транслировать контекст между бизнесом и разработкой, выяснять и анализировать причины доработок и пожеланий заказчика, умение работать в команде

Условия:

Оформление по ТК РФ
График работы: 5/2 с 10-00 до 19-00
Заработная плата по договоренности"
532,https://hh.ru/vacancy/133393031?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Консультант-аналитик прикладных систем,,3–6 лет,ЛОКСИТАН РУС,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя или гибрид,Полная занятость,"Обязанности:

Владение решениями 1С;
Управление подрядчиками;
Управление изменениями, поддержка решений WMS AXELOT, 1С КА и интеграций EDI, ЭДО;
Управление проектами (со стороны заказчика), планированием и постановкой задач, контроль выполнения, тестирование;
Управление требованиями, ТЗ, спецификациями, участие в разработке архитектуры и её поддержке;
Оказание консультаций пользователям (WMS AXELOT, 1C КА 2.5);
Подготовка проектной, пользовательской и технической документации, описания бизнес-процессов, сценариев тестирования;
Управление интеграции EDI\ЭДО (выявление требований, взаимодействие с подрядчиком, подготовка тестовых кейсов и тестирование, перевод в продуктивный режим);
Управление интеграцией WMS (анализ процессов, тестирование доработок WMS совместно с внешними системами Битрикс - 1C КА 2.5 - Почта Росиии, анализ обмена интерфейсов 1C КА 2.5 - WMS, исправление ошибок);
Ведение документооборота и подготовка презентаций.

Наши пожелания:

Опыт работы консультантом или аналитиком 1С:КА 2.5, WMS Axelot X5;

Опыт реализации и поддержки интеграций 1С и других прикладных систем;

Опыт описания бизнес-процессов;

Знания процессов ЭДО, EDI;

Автоматизации складских операций;

ИТ проекты с системой Честный Знак / Маркировка;

Проекты в розничной торговле;

Контур Диадок, Cislink EDI.

Мы предлагаем:

Официальную заработную плату + плюс ежеквартальные премии по результатам работы;
Уровень дохода обсуждается индивидуально;
ДМС после 3х месяцев работы, страховка от несчастного случая;
Программу поддержки сотрудников(бесплатные консультации с психологом и другими специалистами);
Гибридный график работы 5/2;
Внутреннее и внешнее индивидуальное обучение;
Компенсацию питания - 2000 руб. в месяц;
50% скидку на продукцию брендов;
Подарки от компании к праздникам (23 февраля,8 марта, день рождения, Новый год);
Скидки от компаний - партнеров (World Class,КАРО Фильм, бронирование отелей);
Насыщенную корпоративную жизнь(летний и зимний корпоративы, марафоны, йога в офисе, бассейн с тренером на период летнего сезона);
Рабочий ноутбук со всеми каналами коммуникации;
Офис в шаговой доступности от двух станций метро - м. Тульская."
